state,county,UninsuredPerc,fair-or-poor-health-perc
California,San Benito,8,17
California,San Bernardino,8,20
California,San Diego,8,14
California,San Francisco,5,11
California,San Joaquin,8,17
California,San Luis Obispo,7,13
California,San Mateo,5,12
California,Santa Barbara,11,17
California,Santa Clara,5,12
California,Santa Cruz,7,15
California,Shasta,7,14
California,Sierra,8,14
California,Siskiyou,9,16
California,Solano,6,15
California,Sonoma,8,14
California,Stanislaus,7,18
California,Sutter,9,17
California,Tehama,8,18
California,Trinity,9,16
California,Tulare,9,26
California,Tuolumne,6,13
California,Ventura,9,15
California,Yolo,6,16
California,Yuba,7,16
Colorado,,9,14
Colorado,Adams,11,17
Colorado,Alamosa,13,23
Colorado,Arapahoe,9,12
Colorado,Archuleta,13,14
Colorado,Baca,16,16
Colorado,Bent,10,20
Colorado,Boulder,7,12
Colorado,Broomfield,5,10
Colorado,Chaffee,10,13
Colorado,Cheyenne,15,13
Colorado,Clear Creek,6,10
Colorado,Conejos,11,23
Colorado,Costilla,15,28
Colorado,Crowley,11,19
Colorado,Custer,13,13
Colorado,Delta,11,16
Colorado,Denver,11,15
Colorado,Dolores,12,15
Colorado,Douglas,4,8
Colorado,Eagle,12,12
Colorado,Elbert,8,11
Colorado,El Paso,8,13
Colorado,Fremont,9,16
Colorado,Garfield,14,13
Colorado,Gilpin,4,10
Colorado,Grand,11,12
Colorado,Gunnison,10,13
Colorado,Hinsdale,11,12
Colorado,Huerfano,8,17
Colorado,Jackson,14,14
Colorado,Jefferson,7,9
Colorado,Kiowa,11,13
Colorado,Kit Carson,15,14
Colorado,Lake,12,16
Colorado,La Plata,12,12
Colorado,Larimer,7,12
Colorado,Las Animas,12,20
Colorado,Lincoln,10,14
Colorado,Logan,11,15
Colorado,Mesa,10,14
Colorado,Mineral,10,12
Colorado,Moffat,10,13
Colorado,Montezuma,14,15
Colorado,Montrose,12,16
Colorado,Morgan,12,17
Colorado,Otero,11,20
Colorado,Ouray,9,11
Colorado,Park,9,11
Colorado,Phillips,13,14
Colorado,Pitkin,12,11
Colorado,Prowers,14,17
Colorado,Pueblo,8,23
Colorado,Rio Blanco,9,13
Colorado,Rio Grande,14,17
Colorado,Routt,8,11
Colorado,Saguache,17,21
Colorado,San Juan,9,15
Colorado,San Miguel,12,12
Colorado,Sedgwick,12,15
Colorado,Summit,11,11
Colorado,Teller,8,10
Colorado,Washington,10,13
Colorado,Weld,9,14
Colorado,Yuma,13,15
Connecticut,,6,14
Connecticut,Fairfield,9,11
Connecticut,Hartford,5,13
Connecticut,Litchfield,5,11
Connecticut,Middlesex,4,10
Connecticut,New Haven,6,14
Connecticut,New London,5,12
Connecticut,Tolland,4,10
Connecticut,Windham,6,13
Delaware,,6,18
Delaware,Kent,6,19
Delaware,New Castle,6,17
Delaware,Sussex,7,18
District of Columbia,,4,13
District of Columbia,District of Columbia,4,13
Florida,,16,17
Florida,Alachua,12,18
Florida,Baker,12,20
Florida,Bay,15,20
Florida,Bradford,13,23
Florida,Brevard,13,18
Florida,Broward,17,18
Florida,Calhoun,15,24
Florida,Charlotte,17,16
Florida,Citrus,15,18
Florida,Clay,11,18
Florida,Collier,23,18
Florida,Columbia,12,23
Florida,DeSoto,23,26
Florida,Dixie,16,24
Florida,Duval,13,19
Florida,Escambia,11,19
Florida,Flagler,15,17
Florida,Franklin,18,19
Florida,Gadsden,16,26
Florida,Gilchrist,16,21
Florida,Glades,26,21
Florida,Gulf,13,21
Florida,Hamilton,15,26
Florida,Hardee,20,27
Florida,Hendry,27,29
Florida,Hernando,16,19
Florida,Highlands,18,21
Florida,Hillsborough,14,20
Florida,Holmes,16,24
Florida,Indian River,17,17
Florida,Jackson,15,23
Florida,Jefferson,14,20
Florida,Lafayette,20,21
Florida,Lake,16,17
Florida,Lee,19,18
Florida,Leon,11,16
Florida,Levy,18,23
Florida,Liberty,15,25
Florida,Madison,14,24
Florida,Manatee,16,17
Florida,Marion,15,21
Florida,Martin,17,15
Florida,Miami-Dade,20,24
Florida,Monroe,20,16
Florida,Nassau,12,15
Florida,Okaloosa,13,15
Florida,Okeechobee,22,24
Florida,Orange,16,19
Florida,Osceola,16,24
Florida,Palm Beach,17,17
Florida,Pasco,15,18
Florida,Pinellas,14,17
Florida,Polk,16,21
Florida,Putnam,17,25
Florida,St. Johns,11,13
Florida,St. Lucie,17,19
Florida,Santa Rosa,13,17
Florida,Sarasota,16,13
Florida,Seminole,10,16
Florida,Sumter,12,14
Florida,Suwannee,17,24
Florida,Taylor,15,24
Florida,Union,13,22
Florida,Volusia,15,18
Florida,Wakulla,12,17
Florida,Walton,18,22
Florida,Washington,17,23
Georgia,,16,18
Georgia,Appling,19,22
Georgia,Atkinson,22,27
Georgia,Bacon,19,20
Georgia,Baker,19,20
Georgia,Baldwin,16,24
Georgia,Banks,19,17
Georgia,Barrow,17,17
Georgia,Bartow,18,17
Georgia,Ben Hill,16,24
Georgia,Berrien,19,19
Georgia,Bibb,14,21
Georgia,Bleckley,14,19
Georgia,Brantley,18,20
Georgia,Brooks,19,22
Georgia,Bryan,12,16
Georgia,Bulloch,17,21
Georgia,Burke,15,24
Georgia,Butts,15,20
Georgia,Calhoun,18,28
Georgia,Camden,13,17
Georgia,Candler,21,26
Georgia,Carroll,16,19
Georgia,Catoosa,13,15
Georgia,Charlton,16,20
Georgia,Chatham,16,18
Georgia,Chattahoochee,12,20
Georgia,Chattooga,17,19
Georgia,Cherokee,13,15
Georgia,Clarke,16,23
Georgia,Clay,15,32
Georgia,Clayton,19,23
Georgia,Clinch,17,27
Georgia,Cobb,14,14
Georgia,Coffee,19,21
Georgia,Colquitt,24,24
Georgia,Columbia,11,13
Georgia,Cook,18,21
Georgia,Coweta,13,15
Georgia,Crawford,17,19
Georgia,Crisp,17,26
Georgia,Dade,15,16
Georgia,Dawson,17,14
Georgia,Decatur,18,20
Georgia,DeKalb,16,16
Georgia,Dodge,17,21
Georgia,Dooly,18,24
Georgia,Dougherty,14,25
Georgia,Douglas,14,18
Georgia,Early,15,25
Georgia,Echols,28,22
Georgia,Effingham,14,14
Georgia,Elbert,18,20
Georgia,Emanuel,16,24
Georgia,Evans,17,22
Georgia,Fannin,18,17
Georgia,Fayette,10,13
Georgia,Floyd,18,19
Georgia,Forsyth,12,13
Georgia,Franklin,19,19
Georgia,Fulton,13,15
Georgia,Gilmer,22,17
Georgia,Glascock,15,17
Georgia,Glynn,17,18
Georgia,Gordon,21,19
Georgia,Grady,21,21
Georgia,Greene,20,21
Georgia,Gwinnett,18,16
Georgia,Habersham,19,18
Georgia,Hall,22,18
Georgia,Hancock,16,27
Georgia,Haralson,15,16
Georgia,Harris,11,13
Georgia,Hart,18,19
Georgia,Heard,15,18
Georgia,Henry,13,17
Georgia,Houston,14,19
Georgia,Irwin,15,22
Georgia,Jackson,16,15
Georgia,Jasper,18,20
Georgia,Jeff Davis,19,21
Georgia,Jefferson,16,24
Georgia,Jenkins,16,26
Georgia,Johnson,16,20
Georgia,Jones,13,17
Georgia,Lamar,15,19
Georgia,Lanier,16,21
Georgia,Laurens,15,24
Georgia,Lee,13,15
Georgia,Liberty,12,22
Georgia,Lincoln,16,19
Georgia,Long,16,20
Georgia,Lowndes,17,21
Georgia,Lumpkin,20,17
Georgia,McDuffie,15,21
Georgia,McIntosh,16,19
Georgia,Macon,19,26
Georgia,Madison,18,18
Georgia,Marion,17,21
Georgia,Meriwether,16,22
Georgia,Miller,17,20
Georgia,Mitchell,18,23
Georgia,Monroe,14,15
Georgia,Montgomery,17,18
Georgia,Morgan,16,15
Georgia,Murray,20,19
Georgia,Muscogee,13,21
Georgia,Newton,15,18
Georgia,Oconee,12,13
Georgia,Oglethorpe,19,17
Georgia,Paulding,13,15
Georgia,Peach,17,20
Georgia,Pickens,18,13
Georgia,Pierce,16,18
Georgia,Pike,14,14
Georgia,Polk,19,20
Georgia,Pulaski,16,21
Georgia,Putnam,19,19
Georgia,Quitman,17,23
Georgia,Rabun,21,18
Georgia,Randolph,16,28
Georgia,Richmond,14,21
Georgia,Rockdale,16,21
Georgia,Schley,15,20
Georgia,Screven,16,22
Georgia,Seminole,16,21
Georgia,Spalding,16,21
Georgia,Stephens,16,18
Georgia,Stewart,18,33
Georgia,Sumter,17,25
Georgia,Talbot,15,21
Georgia,Taliaferro,20,26
Georgia,Tattnall,19,22
Georgia,Taylor,16,24
Georgia,Telfair,16,25
Georgia,Terrell,18,26
Georgia,Thomas,16,20
Georgia,Tift,18,22
Georgia,Toombs,19,23
Georgia,Towns,17,15
Georgia,Treutlen,16,20
Georgia,Troup,15,19
Georgia,Turner,18,22
Georgia,Twiggs,17,23
Georgia,Union,19,14
Georgia,Upson,14,20
Georgia,Walker,15,18
Georgia,Walton,14,17
Georgia,Ware,16,22
Georgia,Warren,16,24
Georgia,Washington,15,23
Georgia,Wayne,15,20
Georgia,Webster,16,20
Georgia,Wheeler,16,25
Georgia,White,17,15
Georgia,Whitfield,23,23
Georgia,Wilcox,17,22
Georgia,Wilkes,18,24
Georgia,Wilkinson,13,21
Georgia,Worth,17,20
Hawaii,,5,14
Hawaii,Hawaii,6,14
Hawaii,Honolulu,4,13
Hawaii,Kalawao,,15
Hawaii,Kauai,,12
Hawaii,Maui,,13
Idaho,,,15
Idaho,Ada,,11
Idaho,Adams,,15
Idaho,Bannock,,15
Idaho,Bear Lake,,14
Idaho,Benewah,,16
Idaho,Bingham,,16
Idaho,Blaine,,14
Idaho,Boise,,13
Idaho,Bonner,,13
Idaho,Bonneville,,15
Idaho,Boundary,,15
Idaho,Butte,,14
Idaho,Camas,,17
Idaho,Canyon,,17
Idaho,Caribou,,13
Idaho,Cassia,,16
Idaho,Clark,,25
Idaho,Clearwater,,14
Idaho,Custer,,15
Idaho,Elmore,,16
Idaho,Franklin,,13
Idaho,Fremont,,16
Idaho,Gem,,16
Idaho,Gooding,,17
Idaho,Idaho,,17
Idaho,Jefferson,,13
Idaho,Jerome,,17
Idaho,Kootenai,,14
Idaho,Latah,,14
Idaho,Lemhi,,15
Idaho,Lewis,,17
Idaho,Lincoln,,18
Idaho,Madison,,17
Idaho,Minidoka,,19
Idaho,Nez Perce,,14
Idaho,Oneida,,13
Idaho,Owyhee,,20
Idaho,Payette,,17
Idaho,Power,,19
Idaho,Shoshone,,15
Idaho,Teton,,13
Idaho,Twin Falls,,15
Idaho,Valley,,12
Idaho,Washington,,18
Illinois,,,17
Illinois,Adams,,15
Illinois,Alexander,,24
Illinois,Bond,,16
Illinois,Boone,,16
Illinois,Brown,,16
Illinois,Bureau,,15
Illinois,Calhoun,,14
Illinois,Carroll,,14
Illinois,Cass,,17
Illinois,Champaign,,16
Illinois,Christian,,14
Illinois,Clark,,15
Illinois,Clay,,15
Illinois,Clinton,,13
Illinois,Coles,,18
Illinois,Cook,,17
Illinois,Crawford,,14
Illinois,Cumberland,,14
Illinois,DeKalb,,16
Illinois,De Witt,,14
Illinois,Douglas,,15
Illinois,DuPage,,13
Illinois,Edgar,,15
Illinois,Edwards,,14
Illinois,Effingham,,14
Illinois,Fayette,,17
Illinois,Ford,,15
Illinois,Franklin,,17
Illinois,Fulton,,16
Illinois,Gallatin,,17
Illinois,Greene,,15
Illinois,Grundy,,14
Illinois,Hamilton,,15
Illinois,Hancock,,14
Illinois,Hardin,,18
Illinois,Henderson,,14
Illinois,Henry,,14
Illinois,Iroquois,,16
Illinois,Jackson,,19
Illinois,Jasper,,14
Illinois,Jefferson,,17
Illinois,Jersey,,14
Illinois,Jo Daviess,,13
Illinois,Johnson,,16
Illinois,Kane,,16
Illinois,Kankakee,,16
Illinois,Kendall,,13
Illinois,Knox,,18
Illinois,Lake,,14
Illinois,LaSalle,,15
Illinois,Lawrence,,17
Illinois,Lee,,15
Illinois,Livingston,,15
Illinois,Logan,,14
Illinois,McDonough,,17
Illinois,McHenry,,13
Illinois,McLean,,15
Illinois,Macon,,16
Illinois,Macoupin,,14
Illinois,Madison,,15
Illinois,Marion,,17
Illinois,Marshall,,13
Illinois,Mason,,15
Illinois,Massac,,16
Illinois,Menard,,13
Illinois,Mercer,,14
Illinois,Monroe,,12
Illinois,Montgomery,,15
Illinois,Morgan,,16
Illinois,Moultrie,,15
Illinois,Ogle,,15
Illinois,Peoria,,16
Illinois,Perry,,15
Illinois,Piatt,,12
Illinois,Pike,,17
Illinois,Pope,,15
Illinois,Pulaski,,21
Illinois,Putnam,,13
Illinois,Randolph,,16
Illinois,Richland,,17
Illinois,Rock Island,,17
Illinois,St. Clair,,18
Illinois,Saline,,18
Illinois,Sangamon,,16
Illinois,Schuyler,,16
Illinois,Scott,,15
Illinois,Shelby,,15
Illinois,Stark,,15
Illinois,Stephenson,,17
Illinois,Tazewell,,13
Illinois,Union,,17
Illinois,Vermilion,,18
Illinois,Wabash,,15
Illinois,Warren,,16
Illinois,Washington,,14
Illinois,Wayne,,15
Illinois,White,,15
Illinois,Whiteside,,15
Illinois,Will,,15
Illinois,Williamson,,15
Illinois,Winnebago,,18
Illinois,Woodford,,13
Indiana,,,20
Indiana,Adams,,19
Indiana,Allen,,18
Indiana,Bartholomew,,16
Indiana,Benton,,19
Indiana,Blackford,,19
Indiana,Boone,,14
Indiana,Brown,,17
Indiana,Carroll,,18
Indiana,Cass,,20
Indiana,Clark,,20
Indiana,Clay,,19
Indiana,Clinton,,20
Indiana,Crawford,,22
Indiana,Daviess,,19
Indiana,Dearborn,,16
Indiana,Decatur,,17
Indiana,DeKalb,,17
Indiana,Delaware,,21
Indiana,Dubois,,16
Indiana,Elkhart,,20
Indiana,Fayette,,22
Indiana,Floyd,,17
Indiana,Fountain,,18
Indiana,Franklin,,16
Indiana,Fulton,,18
Indiana,Gibson,,17
Indiana,Grant,,23
Indiana,Greene,,18
Indiana,Hamilton,,11
Indiana,Hancock,,15
Indiana,Harrison,,17
Indiana,Hendricks,,15
Indiana,Henry,,21
Indiana,Howard,,18
Indiana,Huntington,,17
Indiana,Jackson,,21
Indiana,Jasper,,17
Indiana,Jay,,20
Indiana,Jefferson,,18
Indiana,Jennings,,21
Indiana,Johnson,,16
Indiana,Knox,,19
Indiana,Kosciusko,,17
Indiana,LaGrange,,17
Indiana,Lake,,21
Indiana,LaPorte,,18
Indiana,Lawrence,,18
Indiana,Madison,,21
Indiana,Marion,,19
Indiana,Marshall,,18
Indiana,Martin,,18
Indiana,Miami,,21
Indiana,Monroe,,17
Indiana,Montgomery,,17
Indiana,Morgan,,18
Indiana,Newton,,20
Indiana,Noble,,17
Indiana,Ohio,,14
Indiana,Orange,,20
Indiana,Owen,,19
Indiana,Parke,,19
Indiana,Perry,,19
Indiana,Pike,,19
Indiana,Porter,,16
Indiana,Posey,,16
Indiana,Pulaski,,18
Indiana,Putnam,,16
Indiana,Randolph,,19
Indiana,Ripley,,18
Indiana,Rush,,19
Indiana,St. Joseph,,19
Indiana,Scott,,19
Indiana,Shelby,,18
Indiana,Spencer,,17
Indiana,Starke,,20
Indiana,Steuben,,16
Indiana,Sullivan,,20
Indiana,Switzerland,,22
Indiana,Tippecanoe,,19
Indiana,Tipton,,17
Indiana,Union,,18
Indiana,Vanderburgh,,19
Indiana,Vermillion,,17
Indiana,Vigo,,20
Indiana,Wabash,,19
Indiana,Warren,,16
Indiana,Warrick,,16
Indiana,Washington,,18
Indiana,Wayne,,20
Indiana,Wells,,18
Indiana,White,,17
Indiana,Whitley,,16
Iowa,,,14
Iowa,Adair,,14
Iowa,Adams,,12
Iowa,Allamakee,,15
Iowa,Appanoose,,16
Iowa,Audubon,,13
Iowa,Benton,,12
Iowa,Black Hawk,,14
Iowa,Boone,,14
Iowa,Bremer,,12
Iowa,Buchanan,,12
Iowa,Buena Vista,,16
Iowa,Butler,,12
Iowa,Calhoun,,15
Iowa,Carroll,,12
Iowa,Cass,,15
Iowa,Cedar,,11
Iowa,Cerro Gordo,,14
Iowa,Cherokee,,14
Iowa,Chickasaw,,14
Iowa,Clarke,,16
Iowa,Clay,,13
Iowa,Clayton,,13
Iowa,Clinton,,14
Iowa,Crawford,,18
Iowa,Dallas,,11
Iowa,Davis,,14
Iowa,Decatur,,16
Iowa,Delaware,,13
Iowa,Des Moines,,15
Iowa,Dickinson,,12
Iowa,Dubuque,,12
Iowa,Emmet,,16
Iowa,Fayette,,14
Iowa,Floyd,,14
Iowa,Franklin,,16
Iowa,Fremont,,13
Iowa,Greene,,14
Iowa,Grundy,,11
Iowa,Guthrie,,13
Iowa,Hamilton,,12
Iowa,Hancock,,13
Iowa,Hardin,,14
Iowa,Harrison,,14
Iowa,Henry,,14
Iowa,Howard,,13
Iowa,Humboldt,,14
Iowa,Ida,,13
Iowa,Iowa,,12
Iowa,Jackson,,13
Iowa,Jasper,,13
Iowa,Jefferson,,14
Iowa,Johnson,,14
Iowa,Jones,,13
Iowa,Keokuk,,12
Iowa,Kossuth,,14
Iowa,Lee,,16
Iowa,Linn,,12
Iowa,Louisa,,15
Iowa,Lucas,,13
Iowa,Lyon,,12
Iowa,Madison,,11
Iowa,Mahaska,,14
Iowa,Marion,,13
Iowa,Marshall,,16
Iowa,Mills,,11
Iowa,Mitchell,,13
Iowa,Monona,,15
Iowa,Monroe,,14
Iowa,Montgomery,,16
Iowa,Muscatine,,15
Iowa,O'Brien,,13
Iowa,Osceola,,14
Iowa,Page,,15
Iowa,Palo Alto,,13
Iowa,Plymouth,,13
Iowa,Pocahontas,,14
Iowa,Polk,,13
Iowa,Pottawattamie,,15
Iowa,Poweshiek,,13
Iowa,Ringgold,,13
Iowa,Sac,,12
Iowa,Scott,,15
Iowa,Shelby,,13
Iowa,Sioux,,13
Iowa,Story,,13
Iowa,Tama,,15
Iowa,Taylor,,15
Iowa,Union,,14
Iowa,Van Buren,,13
Iowa,Wapello,,17
Iowa,Warren,,11
Iowa,Washington,,13
Iowa,Wayne,,15
Iowa,Webster,,15
Iowa,Winnebago,,13
Iowa,Winneshiek,,12
Iowa,Woodbury,,19
Iowa,Worth,,13
Iowa,Wright,,16
Kansas,,,16
Kansas,Allen,,18
Kansas,Anderson,,17
Kansas,Atchison,,17
Kansas,Barber,,16
Kansas,Barton,,17
Kansas,Bourbon,,19
Kansas,Brown,,17
Kansas,Butler,,14
Kansas,Chase,,16
Kansas,Chautauqua,,17
Kansas,Cherokee,,18
Kansas,Cheyenne,,16
Kansas,Clark,,16
Kansas,Clay,,15
Kansas,Cloud,,16
Kansas,Coffey,,15
Kansas,Comanche,,14
Kansas,Cowley,,19
Kansas,Crawford,,19
Kansas,Decatur,,17
Kansas,Dickinson,,16
Kansas,Doniphan,,14
Kansas,Douglas,,15
Kansas,Edwards,,18
Kansas,Elk,,17
Kansas,Ellis,,15
Kansas,Ellsworth,,16
Kansas,Finney,,20
Kansas,Ford,,20
Kansas,Franklin,,15
Kansas,Geary,,20
Kansas,Gove,,14
Kansas,Graham,,14
Kansas,Grant,,18
Kansas,Gray,,15
Kansas,Greeley,,18
Kansas,Greenwood,,16
Kansas,Hamilton,,19
Kansas,Harper,,16
Kansas,Harvey,,13
Kansas,Haskell,,18
Kansas,Hodgeman,,14
Kansas,Jackson,,14
Kansas,Jefferson,,12
Kansas,Jewell,,17
Kansas,Johnson,,9
Kansas,Kearny,,18
Kansas,Kingman,,13
Kansas,Kiowa,,15
Kansas,Labette,,20
Kansas,Lane,,16
Kansas,Leavenworth,,16
Kansas,Lincoln,,15
Kansas,Linn,,16
Kansas,Logan,,13
Kansas,Lyon,,17
Kansas,McPherson,,13
Kansas,Marion,,15
Kansas,Marshall,,14
Kansas,Meade,,16
Kansas,Miami,,14
Kansas,Mitchell,,15
Kansas,Montgomery,,18
Kansas,Morris,,15
Kansas,Morton,,17
Kansas,Nemaha,,14
Kansas,Neosho,,19
Kansas,Ness,,15
Kansas,Norton,,16
Kansas,Osage,,16
Kansas,Osborne,,16
Kansas,Ottawa,,15
Kansas,Pawnee,,16
Kansas,Phillips,,14
Kansas,Pottawatomie,,14
Kansas,Pratt,,15
Kansas,Rawlins,,14
Kansas,Reno,,14
Kansas,Republic,,16
Kansas,Rice,,16
Kansas,Riley,,14
Kansas,Rooks,,15
Kansas,Rush,,14
Kansas,Russell,,16
Kansas,Saline,,16
Kansas,Scott,,15
Kansas,Sedgwick,,16
Kansas,Seward,,25
Kansas,Shawnee,,17
Kansas,Sheridan,,15
Kansas,Sherman,,15
Kansas,Smith,,15
Kansas,Stafford,,16
Kansas,Stanton,,18
Kansas,Stevens,,19
Kansas,Sumner,,18
Kansas,Thomas,,15
Kansas,Trego,,12
Kansas,Wabaunsee,,12
Kansas,Wallace,,14
Kansas,Washington,,13
Kansas,Wichita,,18
Kansas,Wilson,,18
Kansas,Woodson,,17
Kansas,Wyandotte,,23
Kentucky,,,24
Kentucky,Adair,,23
Kentucky,Allen,,22
Kentucky,Anderson,,18
Kentucky,Ballard,,21
Kentucky,Barren,,24
Kentucky,Bath,,25
Kentucky,Bell,,29
Kentucky,Boone,,16
Kentucky,Bourbon,,21
Kentucky,Boyd,,20
Kentucky,Boyle,,20
Kentucky,Bracken,,22
Kentucky,Breathitt,,29
Kentucky,Breckinridge,,22
Kentucky,Bullitt,,18
Kentucky,Butler,,22
Kentucky,Caldwell,,20
Kentucky,Calloway,,22
Kentucky,Campbell,,19
Kentucky,Carlisle,,23
Kentucky,Carroll,,23
Kentucky,Carter,,24
Kentucky,Casey,,26
Kentucky,Christian,,23
Kentucky,Clark,,19
Kentucky,Clay,,31
